                         mean          sd         5.5%         94.5%      rhat
z_host[218]      4.464449e-01 0.864152248 -0.933534484  1.8276613845 1.0007767
z_host[219]      1.299521e-01 0.755215918 -1.073935599  1.3781169120 1.0008436
z_host[220]      7.074222e-01 0.624949670 -0.306533144  1.7202371265 1.0007239
z_host[221]     -3.773967e-01 0.766467962 -1.614739682  0.8158353506 1.0001931
z_host[222]      1.174387e-01 0.802323195 -1.162210525  1.3859842460 1.0004398
z_host[223]      3.225965e-01 0.912522251 -1.169240758  1.8027143210 1.0008004
z_host[224]      4.846306e-01 0.785811415 -0.756436981  1.7346456970 1.0007551
z_host[225]      8.497762e-02 0.993061036 -1.465846246  1.7054315560 0.9995515
z_host[226]     -2.054992e-01 0.938055060 -1.704201454  1.3028249735 1.0015593
z_host[227]      2.600557e-01 0.950782014 -1.235889693  1.7879495015 1.0004479
z_host[228]      2.811326e-01 0.578527195 -0.674840192  1.1981001275 1.0009210
z_host[229]     -1.775125e-01 0.951441287 -1.737133903  1.3578801115 1.0000719
z_host[230]     -1.075868e+00 0.673136344 -2.141403378 -0.0053597186 1.0003047
z_host[231]      8.080880e-02 1.005471149 -1.511956370  1.6873274445 1.0021709
z_host[232]      1.220857e-01 0.988617397 -1.458427811  1.7161209035 1.0025135
z_host[233]     -3.678614e-01 0.771859478 -1.588113459  0.8448903331 1.0030251
z_host[234]     -6.257171e-02 0.907301183 -1.524470812  1.3613426290 1.0000132
z_host[235]      5.060253e-01 0.487318866 -0.268530261  1.2737325015 1.0001782
z_host[236]      1.307613e-01 0.917868838 -1.359105670  1.5795280860 0.9997877
z_host[237]      4.356598e-02 0.934041997 -1.493097932  1.5346545355 0.9996827
z_host[238]     -6.293510e-03 0.454195161 -0.725988176  0.6983666458 1.0001372
z_host[239]      6.620732e-02 0.994429789 -1.487884473  1.6236899185 1.0003398
z_host[240]      4.448371e-01 0.853698307 -0.914438839  1.8075206670 1.0007213
z_host[241]      3.991571e-02 0.756642162 -1.155335731  1.2577735585 1.0013251
z_host[242]     -1.299035e+00 0.395488079 -1.937226344 -0.6615732042 1.0004042
z_host[243]      7.703387e-01 0.521396352 -0.048050614  1.5981627220 1.0026388
z_host[244]     -3.590389e-02 0.972139095 -1.617454907  1.5339337930 1.0008708
z_host[245]     -6.870865e-02 0.747409021 -1.289648281  1.1167143235 0.9996087
z_host[246]      5.521500e-02 0.914476927 -1.413899455  1.4868125715 1.0006644
z_host[247]      3.895130e-01 0.818624532 -0.915895844  1.6785743315 1.0014501
z_host[248]      7.144146e-02 0.985108087 -1.495913062  1.6635066490 1.0009254
z_host[249]      2.782688e-01 0.868977887 -1.109796204  1.6432138505 1.0003856
z_host[250]     -7.709639e-01 0.698720026 -1.883311206  0.3555711578 1.0001591
z_host[251]      5.219026e-01 0.776588320 -0.726037208  1.7827996240 1.0002688
z_host[252]      7.010555e-02 0.968935744 -1.497487286  1.6323885060 1.0022814
z_host[253]     -3.345593e-01 0.620285386 -1.335384500  0.6776550699 1.0022141
z_host[254]      5.294544e-02 0.860511009 -1.289349313  1.4127083080 1.0001767
z_host[255]     -3.552356e-01 0.959858202 -1.853657732  1.1615892320 1.0008113
z_host[256]      6.570438e-02 0.998627681 -1.513817761  1.6290439690 1.0001661
z_host[257]      7.934721e-02 0.967829424 -1.489860122  1.5922710115 1.0003838
z_host[258]     -6.074938e-02 0.966707653 -1.625939472  1.4641008775 1.0002896
z_host[259]      4.715629e-01 0.563336635 -0.431602161  1.3630005765 1.0050442
z_host[260]      3.618640e-01 0.884845418 -1.036705017  1.7697546960 1.0011157
z_host[261]      3.319170e-01 0.753574840 -0.871600372  1.5351444240 1.0006681
z_host[262]      1.907839e-01 0.426260620 -0.481754355  0.8793788036 1.0001032
z_host[263]      1.307664e-01 0.970403767 -1.428347943  1.6940018815 0.9998718
z_host[264]     -1.659496e+00 0.310638532 -2.166556917 -1.1806118555 1.0012571
z_host[265]     -4.467895e-02 0.955578345 -1.554460843  1.5024442260 1.0006038
z_host[266]     -3.646743e-02 0.930704107 -1.525265478  1.4570366020 1.0019581
z_host[267]      6.861003e-01 0.635221108 -0.310516175  1.6790919595 1.0011711
z_host[268]     -2.207941e-01 0.799795388 -1.485195175  1.0634575245 0.9994805
z_host[269]      7.448910e-02 0.751655460 -1.139133090  1.2770757370 1.0005702
z_host[270]      3.005738e-01 0.609080319 -0.668510354  1.2626586110 1.0008257
z_host[271]      7.271215e-02 0.976783262 -1.464872055  1.6223528425 1.0036437
z_host[272]      3.901843e-01 0.637647301 -0.641384305  1.4267975880 1.0011783
z_host[273]      2.760726e-01 0.915132433 -1.183700374  1.7573334195 1.0000294
z_host[274]      1.325307e-01 0.274877366 -0.302598824  0.5763381216 1.0012738
z_host[275]      4.852573e-01 0.800924028 -0.785481609  1.7678492645 1.0013954
z_host[276]     -5.941026e-02 0.624196481 -1.056976534  0.9374127516 1.0023144
z_host[277]      2.580938e-01 0.847103290 -1.093028132  1.6384527010 1.0031233
z_host[278]     -1.280237e-01 0.790754973 -1.408938698  1.1261471210 1.0015224
z_host[279]      1.134808e-01 0.974169816 -1.459803818  1.6547392615 1.0021224
z_host[280]      2.809153e-01 0.910853181 -1.164299994  1.7548229335 1.0022396
