                         mean          sd         5.5%         94.5%      rhat
z_listing[194]   1.288339e-02 0.978095451 -1.570190557  1.5935273940 1.0007867
z_listing[195]  -1.814816e-02 0.998077409 -1.594058066  1.6113073145 1.0002567
z_listing[196]  -2.273119e-02 0.986231414 -1.581189428  1.5089324210 1.0002342
z_listing[197]   9.331514e-03 1.019708500 -1.650672180  1.6301313480 1.0023201
z_listing[198]   1.032692e-02 0.994850994 -1.537435095  1.6124238670 1.0010167
z_listing[199]  -9.362412e-03 0.985017134 -1.582609895  1.5649974965 1.0009669
z_listing[200]  -1.420060e-03 0.986157263 -1.613025252  1.5912455750 1.0014063
z_listing[201]  -6.351905e-02 1.027646101 -1.726365225  1.5874359695 0.9996166
z_listing[202]   4.457827e-02 1.001863040 -1.564350677  1.6555456420 1.0016695
z_listing[203]  -1.290805e-02 1.018505306 -1.597946430  1.6110669050 1.0010217
z_listing[204]  -8.523217e-03 1.009848457 -1.614643513  1.6047508960 1.0011917
z_listing[205]   1.469733e-02 0.982836471 -1.558204086  1.5627221940 1.0019708
z_listing[206]   7.332002e-03 0.966731477 -1.551144803  1.6244993005 0.9997267
z_listing[207]   9.962753e-03 1.010604157 -1.604669802  1.6209127180 1.0017352
z_listing[208]   4.330892e-02 1.008380932 -1.581387796  1.6582947985 1.0029113
z_listing[209]   2.661718e-02 1.010349439 -1.601061044  1.6046682545 1.0000102
z_listing[210]  -5.031896e-03 0.980936455 -1.574335918  1.5680821760 1.0000131
z_listing[211]   1.120714e-02 1.013998240 -1.677130172  1.6244146435 1.0008745
z_listing[212]  -4.210066e-02 1.012292228 -1.651790344  1.6225501830 1.0013883
z_listing[213]  -6.512562e-02 0.988137073 -1.632943833  1.5045392720 1.0001645
z_listing[214]  -3.991789e-02 0.986919618 -1.637758958  1.5555255365 1.0009486
z_listing[215]   3.166352e-02 1.014932627 -1.583599659  1.6232459225 1.0012005
z_listing[216]  -7.888097e-02 1.002642960 -1.716183055  1.5437389505 1.0007278
z_listing[217]   4.805265e-02 0.997668813 -1.554624334  1.6108875880 1.0004678
z_listing[218]  -1.271025e-01 0.983354270 -1.682745179  1.4565440795 0.9999243
z_listing[219]   5.290690e-03 0.976425479 -1.589474636  1.5556488065 1.0001931
z_listing[220]  -8.903557e-02 1.007635410 -1.673833781  1.5627351540 1.0026616
z_listing[221]   1.727335e-02 0.983329383 -1.546331418  1.5764139665 0.9999780
z_listing[222]   1.933282e-02 1.008259400 -1.621036764  1.6449839695 1.0002145
z_listing[223]   3.671372e-03 0.997749864 -1.592676619  1.6173108760 1.0003457
z_listing[224]   2.452851e-03 0.988524397 -1.547240773  1.5812271530 1.0000366
z_listing[225]   2.918109e-02 0.981326409 -1.568932277  1.5961449420 1.0000093
z_listing[226]   3.197365e-03 0.945062412 -1.530019658  1.5258728075 1.0008699
z_listing[227]  -6.435024e-02 0.997561617 -1.655256255  1.5050935635 1.0024076
z_listing[228]   2.468355e-03 0.986122361 -1.565087967  1.5360766525 1.0024400
z_listing[229]   1.895674e-02 1.012817797 -1.579987607  1.6155659150 0.9996198
z_listing[230]   1.342666e-01 1.006853641 -1.490553045  1.7471536275 1.0029950
z_listing[231]   3.164926e-01 1.020157914 -1.313755180  1.9523296470 1.0003610
z_listing[232]   1.134600e-01 1.000747027 -1.473201012  1.7010426680 1.0037677
z_listing[233]  -2.090043e-02 1.009042622 -1.628388725  1.5523090530 1.0013142
z_listing[234]   6.569851e-03 0.986928116 -1.603627520  1.5969851315 1.0005128
z_listing[235]  -2.855415e-03 0.999985575 -1.628640153  1.6105078885 1.0016784
z_listing[236]   1.455228e-03 0.970326791 -1.584849325  1.5531319935 1.0001260
z_listing[237]   3.462232e-02 1.006624256 -1.569551998  1.6517482490 1.0022538
z_listing[238]   5.199441e-02 1.035219184 -1.594404539  1.6942563220 1.0022167
z_listing[239]  -1.202581e-02 0.989215868 -1.592528152  1.5676046480 1.0022389
z_listing[240]   1.009149e-02 1.009012676 -1.622844185  1.6553745435 1.0002189
z_listing[241]  -5.461051e-02 0.994532917 -1.635249432  1.5439430225 1.0013523
z_listing[242]   4.400454e-02 1.017527719 -1.598903980  1.6468042850 1.0007216
z_listing[243]  -3.434760e-02 1.026424363 -1.673766147  1.6086236750 1.0012590
z_listing[244]   1.073968e-02 0.992202514 -1.555593677  1.5932785375 1.0007348
z_listing[245]   1.931075e-02 0.982424320 -1.532181320  1.6222600565 1.0019970
z_listing[246]  -2.577938e-02 0.992271902 -1.617239782  1.5696811915 1.0017509
z_listing[247]   1.051649e-02 1.013410481 -1.636323697  1.5865776760 1.0003299
z_listing[248]  -5.236210e-03 0.962367342 -1.525690687  1.5600709220 1.0010527
z_listing[249]  -5.032549e-02 1.015207751 -1.680543652  1.5644212775 1.0003020
z_listing[250]  -1.958687e-02 0.986054760 -1.592729572  1.5424081530 1.0001804
z_listing[251]   6.040006e-03 1.013266615 -1.610507529  1.5881424195 1.0014490
z_listing[252]   3.944648e-02 0.984906272 -1.538299008  1.6040370225 1.0014468
z_listing[253]  -3.001579e-02 0.982327797 -1.575368827  1.5214033015 1.0007520
z_listing[254]   5.233602e-03 0.969682295 -1.552323942  1.5636890880 1.0002517
z_listing[255]  -1.477175e-01 1.004341849 -1.691239829  1.4573922080 1.0002187
z_listing[256]   2.710585e-02 1.030532904 -1.637678070  1.6576806690 1.0011960
z_listing[257]  -3.737613e-02 0.971978675 -1.599966095  1.5032132080 1.0004814
z_listing[258]  -4.649855e-03 0.946218699 -1.508999695  1.4906240115 1.0038585
z_listing[259]   9.972322e-03 1.028464945 -1.615411264  1.6881458890 1.0002283
z_listing[260]   1.263616e-02 0.997910884 -1.594187224  1.6168894880 1.0022126
z_listing[261]   5.527485e-02 0.994353419 -1.589446475  1.6543378250 0.9995945
z_listing[262]  -6.118603e-02 1.002714502 -1.703431455  1.5571931190 0.9996902
z_listing[263]  -4.039064e-02 0.998871813 -1.629910344  1.5825773455 1.0002629
z_listing[264]  -2.311648e-02 1.010512295 -1.635106857  1.5906390610 1.0011155
z_listing[265]   1.485984e-02 0.998815860 -1.580769647  1.5935629310 1.0037834
z_listing[266]  -2.704579e-02 1.026744475 -1.679055807  1.6104417490 1.0016253
z_listing[267]   1.941795e-02 1.004915198 -1.561263714  1.6252661600 1.0003315
z_listing[268]   2.275225e-02 1.009589656 -1.589112723  1.6466910415 1.0010971
z_listing[269]   7.065080e-03 0.996663932 -1.563252901  1.5833220655 1.0008968
z_listing[270]  -6.064493e-02 1.020350331 -1.654214150  1.5573991855 1.0004533
z_listing[271]   1.182827e-02 1.000813547 -1.619855476  1.6453234170 1.0036763
z_listing[272]  -1.525359e-02 1.020571591 -1.641184897  1.6157479000 0.9999390
z_listing[273]  -1.481877e-02 0.978499817 -1.628436207  1.5164557430 1.0000688
z_listing[274]  -9.189804e-03 1.002447456 -1.594871475  1.6160585865 1.0002407
z_listing[275]   3.852371e-02 0.990563398 -1.593769151  1.5876255510 1.0016594
z_listing[276]  -7.119359e-03 0.996592744 -1.609829746  1.6017867295 1.0000497
z_listing[277]   3.000797e-02 1.012402993 -1.564201291  1.6643427885 1.0022426
z_listing[278]  -7.486712e-02 1.015000451 -1.677384571  1.5951196670 1.0000435
z_listing[279]  -8.547590e-03 0.976306848 -1.611268283  1.5542676030 1.0009289
z_listing[280]  -1.205566e-02 1.009288546 -1.604467189  1.6222547210 1.0013012
z_listing[281]  -8.100070e-02 0.927434537 -1.578279345  1.4195456210 1.0001885
z_listing[282]  -1.066003e-02 1.025393112 -1.674884235  1.6079606850 1.0002244
z_listing[283]  -3.436577e-02 1.027024491 -1.652240642  1.5934958145 1.0006465
z_listing[284]  -3.399641e-02 1.006972743 -1.654012604  1.5903024410 1.0000506
z_listing[285]  -1.433809e-01 1.015706136 -1.735421401  1.4635010140 1.0008352
z_listing[286]  -1.465377e-02 0.988891535 -1.611658669  1.5489203465 1.0010091
z_listing[287]   5.635080e-02 1.001643035 -1.553956303  1.6922097765 0.9996204
z_listing[288]  -1.432122e-01 0.996591504 -1.740860499  1.4822244455 1.0004578
z_listing[289]  -2.478660e-02 0.996553850 -1.616660683  1.5851578490 1.0006317
z_listing[290]   4.911561e-03 0.978834427 -1.567176162  1.5357466775 1.0012369
z_listing[291]  -6.893150e-02 0.976106486 -1.594998090  1.4949506005 1.0030593
z_listing[292]  -5.932522e-03 0.980156012 -1.589897653  1.5235829995 1.0013145
z_listing[293]  -1.818782e-02 0.975631819 -1.576565591  1.5554873395 1.0010729
z_listing[294]  -2.675349e-02 0.991601210 -1.605721754  1.5390397410 1.0004655
z_listing[295]  -3.131936e-03 0.999749084 -1.598069448  1.5961197970 1.0006353
z_listing[296]  -6.025180e-02 1.020236503 -1.707102166  1.5841934895 1.0009170
z_listing[297]  -4.595932e-02 1.008044834 -1.625583564  1.5562300885 1.0029429
z_listing[298]   8.792279e-03 1.014729034 -1.628020986  1.6284669940 1.0008882
z_listing[299]   2.691496e-03 0.986840983 -1.567398554  1.5953536075 1.0017059
z_listing[300]   1.766490e-02 1.001224702 -1.587680943  1.6116132470 1.0004746
z_listing[301]  -1.446811e-01 0.992738735 -1.774187662  1.4450868105 0.9999993
z_listing[302]   6.458909e-02 1.008612278 -1.557317806  1.6736588435 1.0005364
z_listing[303]  -4.142363e-03 1.001803318 -1.565228716  1.6075617260 1.0000897
z_listing[304]   2.628153e-02 1.016506374 -1.586199218  1.6897161575 1.0018437
z_listing[305]   3.292494e-02 1.003861983 -1.550279695  1.6410744375 1.0003582
z_listing[306]  -3.325727e-02 0.994742189 -1.633881668  1.5679220125 0.9999893
z_listing[307]  -1.012167e-02 0.979519665 -1.557459134  1.5501010070 0.9999808
z_listing[308]   1.832649e-02 1.002610560 -1.590460924  1.5958742610 0.9998894
z_listing[309]  -4.601368e-04 0.979156262 -1.549603464  1.5855338830 1.0014460
z_listing[310]  -1.018993e-01 1.004123465 -1.727960008  1.4776528440 0.9996214
z_listing[311]  -9.246887e-02 0.985619174 -1.653932525  1.4919911060 1.0010260
z_listing[312]  -7.149802e-03 1.020332269 -1.632929989  1.6197948225 1.0006104
z_listing[313]  -2.116209e-05 1.002130443 -1.582755908  1.5925454265 1.0014475
z_listing[314]   1.485680e-02 0.999744467 -1.549361211  1.6479795585 1.0002617
z_listing[315]   6.212119e-02 1.015782523 -1.584738442  1.6630557920 1.0002078
z_listing[316]   1.664646e-03 1.006414042 -1.618612468  1.6218411090 1.0010933
z_listing[317]   1.506428e-02 0.998532697 -1.583133011  1.5930882945 1.0021651
z_listing[318]   3.368096e-02 0.946627389 -1.459633581  1.5366319500 1.0020355
z_listing[319]   3.236596e-02 1.007459718 -1.574699164  1.6537253220 1.0005352
z_listing[320]  -6.097046e-02 1.000115491 -1.679403935  1.5386298980 1.0024539
z_listing[321]  -3.110125e-03 1.012116393 -1.601591726  1.5758919975 0.9994367
z_listing[322]   7.439296e-02 0.991543207 -1.488172930  1.6652578940 0.9996078
z_listing[323]  -1.808269e-02 1.009022865 -1.649306241  1.6007722225 1.0003118
z_listing[324]  -9.501252e-02 1.028506289 -1.745408940  1.5379736030 1.0017583
z_listing[325]   4.318461e-02 0.960083206 -1.488195953  1.5635726880 0.9999364
z_listing[326]  -3.334177e-02 1.007011856 -1.676053654  1.5639555500 1.0009256
z_listing[327]  -4.099499e-02 0.976766609 -1.580845693  1.5226327895 1.0016576
z_listing[328]  -6.919265e-03 1.002165150 -1.593017545  1.5708533425 1.0009647
z_listing[329]  -1.167475e-01 1.004198628 -1.736684164  1.4836795295 1.0003539
z_listing[330]  -1.085198e-01 1.030870567 -1.765688362  1.5653526315 1.0026517
z_listing[331]  -3.129591e-02 1.006602467 -1.655722592  1.6220490555 0.9998644
z_listing[332]  -5.533082e-02 0.999049488 -1.649473252  1.6046571485 1.0011960
z_listing[333]  -4.418587e-03 0.993345684 -1.591592960  1.5799636365 1.0016970
z_listing[334]  -3.030586e-02 0.983353850 -1.648474563  1.5260100175 1.0006122
z_listing[335]  -9.577222e-02 0.992483336 -1.668842675  1.5259215730 1.0004917
z_listing[336]  -7.715126e-02 1.010195991 -1.682136895  1.5493241085 1.0002782
z_listing[337]  -4.246675e-02 1.003896933 -1.667898722  1.5877735665 1.0012578
z_listing[338]  -1.510819e-02 0.990423047 -1.647832841  1.5453223050 1.0002803
z_listing[339]  -2.583348e-02 1.002479322 -1.588394492  1.5894708735 0.9995619
z_listing[340]   4.492170e-02 0.967911950 -1.497199165  1.5956661355 1.0036097
z_listing[341]  -1.763738e-02 0.986834594 -1.555444055  1.5476680260 1.0017301
z_listing[342]   3.181303e-02 1.022972812 -1.591656655  1.6763920430 1.0021587
z_listing[343]  -5.594542e-02 1.010628551 -1.672253522  1.5653748490 1.0019022
z_listing[344]  -8.437972e-02 0.984535387 -1.663106723  1.4482748775 1.0011429
z_listing[345]   3.693705e-02 1.013344333 -1.560221659  1.6848239965 1.0002698
z_listing[346]   1.085581e-02 1.001232274 -1.587686961  1.5533282910 1.0008088
z_listing[347]   1.982251e-02 0.997567707 -1.568912910  1.6180761175 1.0008564
z_listing[348]  -1.030284e-02 0.977493527 -1.570894324  1.5955693885 1.0008066
z_listing[349]   8.543947e-03 1.025383675 -1.587687120  1.6714644860 1.0020388
z_listing[350]   8.130083e-03 0.989038789 -1.551642887  1.6014674805 1.0020882
z_listing[351]   3.042989e-02 1.005193378 -1.616373909  1.5955062730 1.0011692
z_listing[352]   1.627516e-02 1.001830467 -1.588382554  1.5979754215 1.0025220
z_listing[353]   5.726093e-03 1.016001692 -1.651957088  1.6162516705 1.0012765
z_listing[354]   2.821958e-02 0.995251370 -1.570395446  1.6054933875 1.0026180
z_listing[355]   3.237351e-02 0.996758608 -1.574367496  1.5931231115 1.0014071
z_listing[356]  -1.230976e-02 0.972575078 -1.532055748  1.5608466275 0.9999895
z_listing[357]  -2.331486e-02 0.987504777 -1.620448469  1.5383746765 1.0002060
z_listing[358]   5.268702e-02 1.013366632 -1.597316004  1.6707502180 1.0003233
z_listing[359]  -7.182513e-02 1.001163086 -1.668645556  1.5179797850 0.9996963
z_listing[360]   4.667888e-02 0.974856604 -1.541423060  1.5861454750 1.0025520
z_listing[361]   1.745574e-02 0.998867029 -1.560081823  1.6102137675 1.0033320
z_listing[362]  -2.616063e-02 0.995204253 -1.624613908  1.5802498855 1.0002765
z_listing[363]  -2.696380e-02 0.991995296 -1.594759126  1.5645485215 1.0004182
z_listing[364]   5.148194e-03 1.022885068 -1.601722115  1.6443775455 1.0013979
z_listing[365]  -1.802733e-02 0.984145462 -1.616340357  1.5573614500 1.0007186
z_listing[366]   1.543064e-01 1.003270842 -1.431636050  1.7461530705 1.0028543
z_listing[367]   1.137998e-02 0.966647438 -1.548801594  1.5147352270 1.0013210
z_listing[368]   2.053932e-02 0.975133879 -1.495793248  1.6169613860 1.0015730
z_listing[369]   3.085715e-02 0.980177159 -1.502149104  1.6054335090 1.0010613
z_listing[370]  -1.033056e-02 1.008154577 -1.609352486  1.5978897080 1.0010771
z_listing[371]   5.825720e-02 0.975075238 -1.462904058  1.6069070400 1.0030046
z_listing[372]   5.818341e-03 1.000160402 -1.587326857  1.6147799280 1.0015527
z_listing[373]  -2.932639e-02 1.001377102 -1.694559445  1.5846065300 1.0009447
z_listing[374]   8.378547e-02 1.008927190 -1.508243581  1.6966795085 1.0003647
z_listing[375]   1.340671e-02 0.999345038 -1.633537515  1.5943599430 1.0000924
z_listing[376]  -8.301962e-02 1.008613487 -1.673538095  1.5156845230 1.0014368
z_listing[377]   7.550878e-02 0.982252155 -1.547073133  1.6154744350 0.9997212
z_listing[378]   6.080646e-02 0.959349758 -1.473502009  1.5607765480 1.0003284
z_listing[379]  -3.828949e-02 0.985365961 -1.618255558  1.5197706395 1.0005241
z_listing[380]   1.626300e-02 0.964531512 -1.532220098  1.5649480345 1.0010541
z_listing[381]   5.949698e-02 0.961659121 -1.477909263  1.5730712575 1.0007873
z_listing[382]   1.532994e-02 1.025643976 -1.607240404  1.6292242685 1.0009528
z_listing[383]  -6.716854e-02 0.990411565 -1.641766290  1.5094207300 1.0000594
z_listing[384]   2.669301e-02 0.988611315 -1.547807922  1.6152850720 1.0012911
z_listing[385]  -2.828057e-02 1.015537313 -1.594366541  1.6120897910 1.0013100
z_listing[386]  -4.720488e-02 0.986285551 -1.625134649  1.5132008610 1.0007636
z_listing[387]  -1.539355e-01 1.000648104 -1.727480202  1.4708185650 1.0030733
z_listing[388]   3.226935e-02 0.987324893 -1.549009608  1.6320676320 1.0008315
z_listing[389]   7.705875e-04 0.979173859 -1.569959066  1.5502941245 1.0003407
z_listing[390]  -7.347655e-02 1.005398659 -1.671926354  1.5344385690 0.9999579
z_listing[391]   3.001500e-02 1.013301613 -1.558936413  1.6896101335 1.0000636
z_listing[392]  -3.613775e-02 0.977635560 -1.582153245  1.5173013645 1.0001467
z_listing[393]   5.532006e-03 0.976230959 -1.583146624  1.5644422965 1.0005944
z_listing[394]   8.483059e-02 0.967561995 -1.480490124  1.6228405650 1.0012552
z_listing[395]  -9.710390e-02 1.009135446 -1.724243027  1.4759591360 1.0017400
z_listing[396]  -3.501679e-02 1.000434833 -1.622503200  1.5796108295 1.0018862
z_listing[397]  -3.479951e-02 0.994851960 -1.622973628  1.5538072100 1.0014825
z_listing[398]   2.427451e-02 0.999646961 -1.563372989  1.6411135295 1.0018734
z_listing[399]  -3.616274e-03 0.990799843 -1.612166643  1.5886841065 1.0004006
z_listing[400]   1.656274e-02 1.025395708 -1.644834576  1.6635240595 1.0031363
z_listing[401]  -1.997513e-02 0.979910402 -1.600976907  1.5396333865 1.0004006
z_listing[402]  -3.598091e-02 0.987211248 -1.587020668  1.5427900470 1.0010778
z_listing[403]   2.233112e-02 1.026316609 -1.628485095  1.6346066230 0.9999270
z_listing[404]   3.081159e-02 0.988975228 -1.578674964  1.6441131775 1.0012679
z_listing[405]   2.239511e-02 0.999858434 -1.576738721  1.6179884385 1.0013415
z_listing[406]  -7.037779e-02 1.030359430 -1.705022101  1.5444598060 1.0006980
z_listing[407]   3.040250e-02 0.967881963 -1.505333961  1.5492360235 0.9997804
z_listing[408]   2.854292e-02 0.991321886 -1.549039317  1.6292662295 1.0044747
z_listing[409]   1.197547e-02 1.006831127 -1.591927791  1.6368669580 1.0003976
z_listing[410]  -1.852220e-02 0.984642309 -1.573507681  1.5454260385 0.9997588
z_listing[411]  -5.035808e-02 1.015392515 -1.716172608  1.5719916090 1.0027953
z_listing[412]  -9.018029e-02 0.974453013 -1.615424549  1.4572831385 1.0003986
z_listing[413]   2.973759e-02 0.996303945 -1.601115352  1.6087280710 0.9996542
z_listing[414]   1.765696e-02 1.005600886 -1.537946154  1.6164190690 1.0000130
z_listing[415]   3.116140e-02 0.980776760 -1.544160027  1.6024621270 1.0000373
z_listing[416]  -3.276436e-02 1.032633524 -1.702798575  1.6093535935 1.0025768
z_listing[417]   5.951037e-02 0.992776577 -1.509339785  1.6971837750 1.0026358
z_listing[418]   1.134836e-01 0.988767290 -1.454843440  1.7053376185 0.9999341
z_listing[419]  -7.641897e-02 1.001308724 -1.715792715  1.5364149635 1.0006808
z_listing[420]   3.928048e-03 1.003259061 -1.617439533  1.5806797950 1.0007891
z_listing[421]   1.434536e-01 0.984428126 -1.392959172  1.7198986780 1.0000901
z_listing[422]   1.124008e-02 1.000913205 -1.575496102  1.6598360250 1.0010159
z_listing[423]  -7.171163e-03 0.980362057 -1.555412225  1.5566537105 1.0026487
z_listing[424]  -4.805466e-02 1.013421489 -1.615715856  1.5573498690 1.0014733
z_listing[425]   1.764518e-02 0.984660730 -1.566029922  1.5448722855 1.0010812
z_listing[426]   5.687472e-02 0.979112822 -1.555770327  1.6062432885 1.0015002
z_listing[427]   8.961926e-02 0.998413097 -1.512008204  1.6738194970 0.9999728
z_listing[428]  -2.921387e-02 0.998111077 -1.616108708  1.5485911075 1.0018815
z_listing[429]   5.435290e-03 1.010486446 -1.656647028  1.6263727955 1.0008036
z_listing[430]  -2.737036e-02 1.005508426 -1.647513941  1.5955275745 1.0007359
z_listing[431]   5.222440e-02 1.004065112 -1.545240966  1.6829944860 1.0017525
z_listing[432]   4.595514e-02 1.019965139 -1.612147558  1.6302619535 1.0002368
z_listing[433]   2.036152e-02 1.021532279 -1.583219076  1.6384981055 0.9999410
z_listing[434]  -6.777511e-04 0.987373860 -1.569113566  1.5901855935 1.0015720
z_listing[435]   4.772188e-02 1.000118154 -1.561511435  1.6393783100 0.9997674
z_listing[436]  -5.075055e-03 0.989295896 -1.586675513  1.5619046070 1.0009253
z_listing[437]  -1.312155e-02 1.016980270 -1.648932697  1.6173566755 1.0032330
z_listing[438]  -5.764208e-02 0.996297403 -1.652663032  1.5096173640 1.0019089
z_listing[439]   4.259354e-02 0.992632931 -1.522282661  1.6033571085 1.0033710
z_listing[440]   2.576753e-02 0.974583548 -1.525561276  1.5701441290 0.9998531
z_listing[441]   3.230885e-02 0.989058587 -1.546507140  1.6107373365 1.0005328
z_listing[442]   1.528154e-02 0.980802979 -1.612637493  1.6006110595 0.9996145
z_listing[443]   4.920528e-03 1.014890194 -1.595894699  1.6047099700 1.0002107
z_listing[444]   7.426640e-02 1.002633011 -1.519372388  1.6957764815 1.0031148
z_listing[445]  -1.992384e-02 0.982955892 -1.575546499  1.5749504485 1.0016177
z_listing[446]  -1.682368e-03 1.011344599 -1.585524634  1.6238681840 1.0012431
z_listing[447]   1.273215e-02 1.004218200 -1.639530097  1.6021616450 1.0005625
z_listing[448]   1.882936e-02 0.981118618 -1.577925656  1.5716032935 1.0011655
z_listing[449]  -2.692712e-03 0.992453608 -1.619278138  1.5660395140 1.0010173
z_listing[450]  -2.885477e-02 1.033644993 -1.682052467  1.5806304010 0.9998981
z_listing[451]  -4.104585e-03 0.997123433 -1.584771684  1.6024957730 0.9999315
z_listing[452]   1.847466e-02 1.003520909 -1.561365679  1.6487468910 0.9996590
z_listing[453]  -3.952392e-02 0.976632109 -1.574597368  1.5262017980 0.9999020
z_listing[454]  -1.810669e-02 1.014285269 -1.617617123  1.5698084200 1.0019500
z_listing[455]   4.711908e-03 1.031498076 -1.640483803  1.6739479270 1.0018808
z_listing[456]   4.573095e-03 1.018327438 -1.591668102  1.6466959015 1.0007556
z_listing[457]   6.434598e-02 1.007835507 -1.511607311  1.6663803555 1.0003322
z_listing[458]  -5.881125e-03 1.002881336 -1.573978708  1.5654631980 1.0000802
z_listing[459]  -4.242112e-02 1.002864992 -1.678242033  1.5660659665 1.0005587
z_listing[460]   1.568156e-02 0.984390039 -1.551118717  1.6250484350 1.0023238
z_listing[461]   7.096577e-03 1.026708902 -1.600987302  1.6192292950 0.9999732
z_listing[462]  -1.851524e-02 1.003306953 -1.597080512  1.5634230000 1.0007127
z_listing[463]  -3.459579e-02 1.009801916 -1.668554242  1.5456004820 1.0011864
z_listing[464]   1.343133e-02 0.975342506 -1.572161611  1.5436581890 1.0024344
z_listing[465]   3.667363e-02 1.003925568 -1.578785668  1.6293397550 1.0006593
z_listing[466]   5.631835e-02 0.960689316 -1.455250413  1.6002667850 0.9998896
z_listing[467]   4.058165e-02 0.992329797 -1.572783777  1.6023310860 1.0018986
z_listing[468]   4.798034e-03 0.965944187 -1.512307801  1.5852816475 1.0005399
z_listing[469]  -3.808036e-03 1.004147032 -1.617996616  1.5915411860 1.0001025
z_listing[470]  -1.248703e-01 0.994199725 -1.725057340  1.4822837225 1.0009123
z_listing[471]   1.030982e-02 1.014736573 -1.605468476  1.5921810670 1.0014429
z_listing[472]   6.590149e-02 1.012094480 -1.567080600  1.6770382055 1.0012458
z_listing[473]   4.304557e-02 0.976267712 -1.530015449  1.6162197855 1.0011449
z_listing[474]  -1.449579e-01 1.003725933 -1.798550884  1.4436845825 0.9997491
z_listing[475]  -2.814018e-02 1.029054204 -1.672422498  1.5624108455 1.0006185
z_listing[476]   5.069318e-02 0.992629089 -1.570872010  1.6150882285 1.0012922
z_listing[477]   3.326922e-02 1.000128018 -1.545712865  1.6266960340 1.0003210
z_listing[478]  -3.932108e-02 0.962687769 -1.579349147  1.4507979485 0.9999859
z_listing[479]  -8.167519e-03 1.003502539 -1.607549829  1.6161522280 0.9999174
z_listing[480]  -8.734511e-03 1.017927713 -1.659836124  1.5879568680 0.9998373
z_listing[481]  -7.214544e-02 1.025165258 -1.708360672  1.5582319785 1.0006059
z_listing[482]   3.620612e-02 0.990711635 -1.563995486  1.5772358970 1.0016887
z_listing[483]   1.930093e-03 0.991529743 -1.578270787  1.5558590000 1.0018516
z_listing[484]  -1.706840e-02 0.972252104 -1.564505154  1.5336966540 1.0005017
z_listing[485]   3.074856e-02 1.014878163 -1.591177308  1.6425113515 1.0007148
z_listing[486]   3.239755e-02 0.984068122 -1.535623949  1.5959451340 1.0013565
z_listing[487]   1.450799e-02 1.033638199 -1.647350296  1.6385648415 1.0000331
z_listing[488]   3.989255e-03 0.978110659 -1.546088236  1.6088228595 1.0021103
z_listing[489]   3.136159e-02 0.986861209 -1.537348985  1.5591499265 1.0003145
z_listing[490]  -1.835637e-03 0.996999768 -1.572512685  1.5852702455 1.0010955
z_listing[491]   4.281723e-02 0.976118764 -1.532273353  1.5870156625 1.0007094
z_listing[492]  -6.825712e-03 0.997968400 -1.590114733  1.6096597415 0.9998764
z_listing[493]  -1.986488e-03 0.994621261 -1.572608299  1.5652009665 1.0000037
z_listing[494]   3.036082e-02 1.009045557 -1.548245529  1.6528628700 1.0014837
z_listing[495]  -1.131097e-02 1.030522214 -1.668022949  1.6456203275 1.0004163
z_listing[496]   5.639525e-02 1.025555742 -1.599270235  1.6544273250 1.0007842
z_listing[497]   3.511569e-02 0.996507419 -1.572921347  1.6339057670 1.0006090
z_listing[498]  -2.723985e-03 1.010306748 -1.554083569  1.6238373045 1.0002156
z_listing[499]   2.296061e-02 1.013410696 -1.569086243  1.6494155705 1.0017163
z_listing[500]   2.267935e-02 0.994915302 -1.543712143  1.6208139760 1.0012023
z_listing[501]   5.910019e-02 0.991847396 -1.549089314  1.6751809435 0.9999972
z_listing[502]   5.295623e-02 0.984574945 -1.518504803  1.6328025845 0.9993604
z_listing[503]   6.878525e-03 0.992670728 -1.625735129  1.5961594830 1.0002001
z_listing[504]   3.530213e-02 0.994020088 -1.571111198  1.6455704805 1.0011216
z_listing[505]   2.609085e-02 1.009639403 -1.579625259  1.6420130985 1.0002263
z_listing[506]   1.323551e-02 1.043043801 -1.653568169  1.6681637880 1.0003240
z_listing[507]  -4.513572e-02 1.000089921 -1.636974909  1.5414660650 1.0031211
z_listing[508]   3.070680e-03 0.989131734 -1.544329041  1.6019059005 1.0026912
z_listing[509]   1.654514e-02 0.986530997 -1.555977814  1.6037589035 1.0012174
z_listing[510]   2.302316e-02 1.017021545 -1.557915538  1.6414792590 1.0001809
z_listing[511]  -1.202450e-02 0.978496571 -1.595614365  1.5834676545 1.0000187
z_listing[512]  -6.995140e-04 0.999729810 -1.607298646  1.6101645815 1.0009930
z_listing[513]  -3.809333e-02 1.018301298 -1.661039081  1.5970788965 1.0034082
z_listing[514]   2.445813e-02 1.022518121 -1.605563407  1.6399934710 0.9999464
z_listing[515]   2.624067e-02 1.002341241 -1.598541462  1.6190237990 1.0019027
z_listing[516]  -6.804832e-02 0.971032076 -1.614951128  1.4451491780 1.0008650
z_listing[517]  -3.755210e-02 1.027524692 -1.693051813  1.5999622795 1.0009402
z_listing[518]   5.411092e-02 0.986236816 -1.510093527  1.6393813940 0.9998141
z_listing[519]   5.359934e-02 0.968121708 -1.465068670  1.6255874280 1.0008062
z_listing[520]  -2.423220e-02 0.997556711 -1.674704974  1.5449346720 1.0029132
z_listing[521]  -3.392266e-02 0.990782894 -1.639222355  1.5412459015 0.9996390
z_listing[522]   4.203132e-02 1.027051597 -1.598657494  1.6504726965 1.0006253
