Centered vs non-centered -- same model, different geometry
(rhat and ess over the hyperparameters a_bar and sigma)

               model divergent max_rhat min_ess
     m13.2c centered         0    1.023     150
 m13.2  non-centered         0    1.001     714


m13.2c centered -- hyperparameters

          mean         sd      5.5%     94.5%     rhat ess_bulk
a_bar 2.877291 0.09223285 2.7303683 3.0256022 1.007293 501.4395
sigma 0.623677 0.09710018 0.4716316 0.7785996 1.022600 149.8814


m13.2 non-centered -- hyperparameters

           mean         sd      5.5%     94.5%     rhat ess_bulk
a_bar 2.8760853 0.09448387 2.7303574 3.0307775 1.000963 932.4039
sigma 0.6166877 0.10255011 0.4556542 0.7862754 1.000586 714.1336


m13.2 non-centered -- all parameters

           mean        sd     5.5%    94.5%      rhat ess_bulk
a[59]  2.604026 0.5821601 1.658646 3.529939 1.0009743 2621.041
a[60]  2.278458 0.5854862 1.328303 3.174629 1.0000396 2062.803
a[61]  2.265325 0.5915447 1.318942 3.186956 1.0017591 1983.584
a[62]  2.960522 0.5959219 2.036914 3.915596 1.0062600 2426.104
a[63]  2.613484 0.6133433 1.636157 3.598789 1.0018041 1846.961
a[64]  2.602232 0.5902798 1.668058 3.566064 1.0022114 2078.140
a[65]  2.982911 0.6001996 2.007391 3.965294 1.0004730 2020.127
a[66]  2.952629 0.5974334 2.020441 3.904424 1.0005838 2041.664
a[67]  2.956534 0.6047701 2.015722 3.944232 1.0009087 2555.505
a[68]  2.977561 0.5970516 2.082067 3.967034 1.0004442 2243.343
a[69]  2.979841 0.6161205 2.013359 3.986523 1.0003265 2029.134
a[70]  2.637614 0.5907723 1.718597 3.566888 1.0015854 2215.904
a[71]  2.613932 0.5906864 1.700008 3.549636 1.0027537 2083.914
a[72]  2.995952 0.6040738 2.051445 3.945183 0.9997286 2367.910
a[73]  2.644040 0.5937401 1.703029 3.601510 1.0035021 2358.808
a[74]  2.991773 0.6060072 2.035406 3.988367 1.0036064 2289.001
a[75]  2.986971 0.6229386 2.022875 4.053004 1.0039777 1921.627
a[76]  2.625434 0.5974537 1.671049 3.585304 1.0015765 2169.360
a[77]  2.656945 0.5928637 1.716576 3.613591 1.0020048 1563.141
a[78]  2.636366 0.6233250 1.624062 3.640172 1.0012609 1806.539
a[79]  2.637124 0.5848378 1.730449 3.616385 1.0003971 2487.120
a[80]  2.963391 0.5973043 2.044502 3.949058 1.0007506 2208.979
a[81]  3.004330 0.5962647 2.072534 3.944608 0.9993370 2406.401
a[82]  2.993818 0.5923566 2.103492 3.952182 1.0001244 1997.076
a[83]  3.007894 0.5854613 2.092189 3.958598 1.0018764 2112.043
a[84]  2.992925 0.5906511 2.076818 3.984100 1.0019607 1903.221
a[85]  2.339110 0.5814438 1.368731 3.264916 0.9995713 1930.162
a[86]  3.007099 0.5915291 2.095832 4.000445 1.0003140 1807.929
a[87]  3.001110 0.5784539 2.067115 3.912921 1.0008109 2235.848
a[88]  3.026752 0.6084393 2.055358 4.066659 1.0012996 1878.691
a[89]  3.008747 0.5723169 2.118475 3.943739 1.0049315 1957.343
a[90]  2.692164 0.5973837 1.770174 3.617520 1.0000622 1900.769
a[91]  3.020358 0.5797853 2.099206 3.944713 1.0007276 2712.661
a[92]  3.007119 0.6162184 2.054378 3.980650 1.0040118 1647.975
a[93]  3.014992 0.5779037 2.118441 3.966355 1.0011166 2204.149
a[94]  2.690287 0.5785030 1.778491 3.606371 1.0000294 2302.507
a[95]  3.026094 0.6094053 2.087308 4.004822 1.0018821 2604.613
a[96]  3.061388 0.5947696 2.172824 4.031528 1.0024184 1996.008
a[97]  3.023466 0.6053898 2.080402 4.026057 1.0049627 2554.183
a[98]  3.033782 0.5831769 2.123202 3.959350 1.0010495 2312.665
a[99]  2.711111 0.5754299 1.771881 3.652940 0.9994296 2605.894
a[100] 2.399512 0.5568879 1.499638 3.282231 0.9996656 2566.985
a[101] 2.714861 0.5853586 1.804822 3.677916 1.0049526 2115.538
a[102] 2.684703 0.5706538 1.790670 3.598903 1.0000160 2096.760
a[103] 2.724781 0.5946813 1.775792 3.680461 1.0008272 2425.382
a[104] 3.045744 0.6181378 2.090430 4.069714 1.0019058 2536.444
a[105] 3.021397 0.5968581 2.094131 3.982169 1.0035629 2149.668
a[106] 3.030616 0.5744881 2.170476 3.973301 1.0003220 2536.184
a[107] 3.040967 0.5830256 2.125366 3.984620 1.0036852 2200.565
a[108] 2.742906 0.5679950 1.850115 3.669416 1.0022569 1862.866
a[109] 3.033596 0.5790362 2.132796 3.973125 1.0026674 2551.173
